hgnc_id	symbol	name	location	location_sortable
HGNC:16121	FAM83C	family with sequence similarity 83 member C	20q11.22	20q11.22
HGNC:16122	FAM83D	family with sequence similarity 83 member D	20q11.23	20q11.23
HGNC:25972	FAM83E	family with sequence similarity 83 member E	19q13.33	19q13.33
HGNC:25148	FAM83F	family with sequence similarity 83 member F	22q13.1	22q13.1
HGNC:32554	FAM83G	family with sequence similarity 83 member G	17p11.2	17p11.2
HGNC:24797	FAM83H	family with sequence similarity 83 member H	8q24.3	08q24.3
HGNC:28268	FAM86B1	family with sequence similarity 86 member B1	8p23.1	08p23.1
HGNC:32222	FAM86B2	family with sequence similarity 86 member B2	8p23.1	08p23.1
HGNC:25561	FAM86C1	family with sequence similarity 86 member C1	11q13.4	11q13.4
HGNC:25057	FAM89A	family with sequence similarity 89 member A	1q42.2	01q42.2
HGNC:16708	FAM89B	family with sequence similarity 89 member B	11q13.1	11q13.1
HGNC:25526	FAM90A1	family with sequence similarity 90 member A1	12p13.31	12p13.31
HGNC:43746	FAM90A26	family with sequence similarity 90 member A26	4p16.1	04p16.1
HGNC:26306	FAM91A1	family with sequence similarity 91 member A1	8q24.13	08q24.13
HGNC:24520	FAM98A	family with sequence similarity 98 member A	2p22.3	02p22.3
HGNC:26773	FAM98B	family with sequence similarity 98 member B	15q14	15q14
HGNC:27119	FAM98C	family with sequence similarity 98 member C	19q13.2	19q13.2
HGNC:31419	FAM102A	family with sequence similarity 102 member A	9q34.11	09q34.11
HGNC:27637	FAM102B	family with sequence similarity 102 member B	1p13.3	01p13.3
HGNC:25918	FAM104A	family with sequence similarity 104 member A	17q25.1	17q25.1
HGNC:25085	FAM104B	family with sequence similarity 104 member B	Xp11.21	Xp11.21
HGNC:25682	FAM106A	family with sequence similarity 106 member A	17p11.2	17p11.2
HGNC:30827	FAM107A	family with sequence similarity 107 member A	3p14.3-p14.2	03p14.3-p14.2
HGNC:23726	FAM107B	family with sequence similarity 107 member B	10p13	10p13
HGNC:16188	FAM110A	family with sequence similarity 110 member A	20p13	20p13
HGNC:28587	FAM110B	family with sequence similarity 110 member B	8q12.1	08q12.1
HGNC:33340	FAM110C	family with sequence similarity 110 member C	2p25.3	02p25.3
HGNC:25860	FAM110D	family with sequence similarity 110 member D	1p36.11	01p36.11
HGNC:24725	FAM111A	family with sequence similarity 111 member A	11q12.1	11q12.1
HGNC:24200	FAM111B	family with sequence similarity 111 member B	11q12.1	11q12.1
HGNC:25087	FAM114A1	family with sequence similarity 114 member A1	4p14	04p14
HGNC:1333	FAM114A2	family with sequence similarity 114 member A2	5q33.2	05q33.2
HGNC:24179	FAM117A	family with sequence similarity 117 member A	17q21.33	17q21.33
HGNC:14440	FAM117B	family with sequence similarity 117 member B	2q33.2	02q33.2
HGNC:1313	FAM118A	family with sequence similarity 118 member A	22q13.31	22q13.31
HGNC:26110	FAM118B	family with sequence similarity 118 member B	11q24.2	11q24.2
HGNC:13247	FAM120A	family with sequence similarity 120A	9q22.31	09q22.31
HGNC:23389	FAM120AOS	family with sequence similarity 120A opposite strand	9q22.31	09q22.31
HGNC:21109	FAM120B	family with sequence similarity 120B	6q27	06q27
HGNC:16949	FAM120C	family with sequence similarity 120C	Xp11.22	Xp11.22
HGNC:23490	FAM122A	family with sequence similarity 122A	9q21.11	09q21.11
HGNC:30490	FAM122B	family with sequence similarity 122B	Xq26.3	Xq26.3
HGNC:25202	FAM122C	family with sequence similarity 122C	Xq26.3	Xq26.3
HGNC:26413	FAM124A	family with sequence similarity 124 member A	13q14.3	13q14.3
HGNC:26224	FAM124B	family with sequence similarity 124 member B	2q36.2	02q36.2
HGNC:24587	FAM126A	family with sequence similarity 126 member A	7p15.3	07p15.3
HGNC:28593	FAM126B	family with sequence similarity 126 member B	2q33.1	02q33.1
HGNC:28308	FAM131A	family with sequence similarity 131 member A	3q27.1	03q27.1
HGNC:22202	FAM131B	family with sequence similarity 131 member B	7q34	07q34
HGNC:26717	FAM131C	family with sequence similarity 131 member C	1p36.13	01p36.13
HGNC:26748	FAM133A	family with sequence similarity 133 member A	Xq21.32	Xq21.32
HGNC:28629	FAM133B	family with sequence similarity 133 member B	7q21.2	07q21.2
HGNC:21084	FAM135A	family with sequence similarity 135 member A	6q13	06q13
HGNC:28029	FAM135B	family with sequence similarity 135 member B	8q24.23	08q24.23
HGNC:25911	FAM136A	family with sequence similarity 136 member A	2p13.3	02p13.3
HGNC:24527	FAM149A	family with sequence similarity 149 member A	4q35.1	04q35.1
HGNC:29162	FAM149B1	family with sequence similarity 149 member B1	10q22.2	10q22.2
HGNC:25032	FAM151A	family with sequence similarity 151 member A	1p32.3	01p32.3
HGNC:33716	FAM151B	family with sequence similarity 151 member B	5q14.1	05q14.1
HGNC:29940	FAM153A	family with sequence similarity 153 member A	5q35.3	05q35.3
HGNC:27323	FAM153B	family with sequence similarity 153 member B	5q35.2	05q35.2
HGNC:33877	FAM155A	family with sequence similarity 155 member A	13q33.3	13q33.3
HGNC:30701	FAM155B	family with sequence similarity 155 member B	Xq13.1	Xq13.1
HGNC:30114	FAM156A	family with sequence similarity 156 member A	Xp11.22	Xp11.22
HGNC:31962	FAM156B	family with sequence similarity 156 member B	Xp11.22	Xp11.22
HGNC:34237	FAM160A1	family with sequence similarity 160 member A1	4q31.3	04q31.3
HGNC:25378	FAM160A2	family with sequence similarity 160 member A2	11p15.4	11p15.4
HGNC:29320	FAM160B1	family with sequence similarity 160 member B1	10q25.3	10q25.3
HGNC:16492	FAM160B2	family with sequence similarity 160 member B2	8p21.3	08p21.3
HGNC:25808	FAM161A	FAM161 centrosomal protein A	2p15	02p15
HGNC:19854	FAM161B	FAM161 centrosomal protein B	14q24.3	14q24.3
HGNC:17865	FAM162A	family with sequence similarity 162 member A	3q21.1	03q21.1
HGNC:21549	FAM162B	family with sequence similarity 162 member B	6q22.1	06q22.1
HGNC:28274	FAM163A	family with sequence similarity 163 member A	1q25.2	01q25.2
HGNC:33277	FAM163B	family with sequence similarity 163 member B	9q34.2	09q34.2
HGNC:33818	FAM166A	family with sequence similarity 166 member A	9q34.3	09q34.3
HGNC:34242	FAM166B	family with sequence similarity 166 member B	9p13.3	09p13.3
HGNC:27938	FAM166C	family with sequence similarity 166 member C	2p23.3	02p23.3
HGNC:15549	FAM167A	family with sequence similarity 167 member A	8p23.1	08p23.1
HGNC:28133	FAM167B	family with sequence similarity 167 member B	1p35.2	01p35.2
HGNC:28999	FAM168A	family with sequence similarity 168 member A	11q13.4	11q13.4
HGNC:27016	FAM168B	family with sequence similarity 168 member B	2q21.1	02q21.1
HGNC:29138	FAM169A	family with sequence similarity 169 member A	5q13.3	05q13.3
HGNC:26835	FAM169B	family with sequence similarity 169 member B	15q26.3	15q26.3
HGNC:27963	FAM170A	family with sequence similarity 170 member A	5q23.1	05q23.1
HGNC:19736	FAM170B	family with sequence similarity 170 member B	10q11.23	10q11.23
HGNC:23522	FAM171A1	family with sequence similarity 171 member A1	10p13	10p13
HGNC:30480	FAM171A2	family with sequence similarity 171 member A2	17q21.31	17q21.31
HGNC:29412	FAM171B	family with sequence similarity 171 member B	2q32.1	02q32.1
HGNC:25365	FAM172A	family with sequence similarity 172 member A	5q15	05q15
HGNC:24943	FAM174A	family with sequence similarity 174 member A	5q21.1	05q21.1
HGNC:34339	FAM174B	family with sequence similarity 174 member B	15q26.1	15q26.1
HGNC:26073	FAM174C	family with sequence similarity 174 member C	19p13.3	19p13.3
HGNC:19829	FAM177A1	family with sequence similarity 177 member A1	14q13.2	14q13.2
HGNC:34395	FAM177B	family with sequence similarity 177 member B	1q41	01q41
HGNC:28036	FAM178B	family with sequence similarity 178 member B	2q11.2	02q11.2
HGNC:33773	FAM180A	family with sequence similarity 180 member A	7q33	07q33
HGNC:34451	FAM180B	family with sequence similarity 180 member B	11p11.2	11p11.2
HGNC:20491	FAM181A	family with sequence similarity 181 member A	14q32.12	14q32.12
HGNC:28512	FAM181B	family with sequence similarity 181 member B	11q14.1	11q14.1
HGNC:34347	FAM183A	family with sequence similarity 183 member A	1p34.2	01p34.2
HGNC:20991	FAM184A	family with sequence similarity 184 member A	6q22.31	06q22.31
HGNC:29235	FAM184B	family with sequence similarity 184 member B	4p15.32-p15.31	04p15.32-p15.31
HGNC:22412	FAM185A	family with sequence similarity 185 member A	7q22.1	07q22.1
HGNC:26980	FAM186A	family with sequence similarity 186 member A	12q13.12	12q13.12
HGNC:25296	FAM186B	family with sequence similarity 186 member B	12q13.12	12q13.12
HGNC:35153	FAM187A	family with sequence similarity 187 member A	17q21.31	17q21.31
HGNC:26366	FAM187B	family with sequence similarity 187 member B	19q13.12	19q13.12
HGNC:29075	FAM189A1	family with sequence similarity 189 member A1	15q13.1	15q13.1
HGNC:24820	FAM189A2	family with sequence similarity 189 member A2	9q21.12	09q21.12
HGNC:1233	FAM189B	family with sequence similarity 189 member B	1q22	01q22
HGNC:16822	FAM193A	family with sequence similarity 193 member A	4p16.3	04p16.3
HGNC:25524	FAM193B	family with sequence similarity 193 member B	5q35.3	05q35.3
HGNC:25195	FAM199X	family with sequence similarity 199, X-linked	Xq22.2	Xq22.2
HGNC:25401	FAM200A	family with sequence similarity 200 member A	7q22.1	07q22.1
HGNC:27740	FAM200B	family with sequence similarity 200 member B	4p15.32	04p15.32
HGNC:25794	FAM204A	family with sequence similarity 204 member A	10q26.11	10q26.11
HGNC:41911	FAM205A	family with sequence similarity 205 member A	9p13.3	09p13.3
HGNC:42673	FAM205C	family with sequence similarity 205 member C	9p13.3	09p13.3
HGNC:15811	FAM207A	family with sequence similarity 207 member A	21q22.3	21q22.3
HGNC:16100	FAM209A	family with sequence similarity 209 member A	20q13.31	20q13.31
HGNC:16101	FAM209B	family with sequence similarity 209 member B	20q13.31	20q13.31
HGNC:28346	FAM210A	family with sequence similarity 210 member A	18p11.21	18p11.21
HGNC:16102	FAM210B	family with sequence similarity 210 member B	20q13.2	20q13.2
HGNC:25609	FAM214A	family with sequence similarity 214 member A	15q21.2-q21.3	15q21.2-q21.3
HGNC:25666	FAM214B	family with sequence similarity 214 member B	9p13.3	09p13.3
HGNC:30180	FAM216A	family with sequence similarity 216 member A	12q24.11	12q24.11
HGNC:26883	FAM216B	family with sequence similarity 216 member B	13q14.11	13q14.11
HGNC:21362	FAM217A	family with sequence similarity 217 member A	6p25.2	06p25.2
HGNC:16170	FAM217B	family with sequence similarity 217 member B	20q13.33	20q13.33
HGNC:19920	FAM219A	family with sequence similarity 219 member A	9p13.3	09p13.3
HGNC:24695	FAM219B	family with sequence similarity 219 member B	15q24.1-q24.2	15q24.1-q24.2
HGNC:22422	FAM220A	family with sequence similarity 220 member A	7p22.1	07p22.1
HGNC:27977	FAM221A	family with sequence similarity 221 member A	7p15.3	07p15.3
HGNC:30762	FAM221B	family with sequence similarity 221 member B	9p13.3	09p13.3
HGNC:25915	FAM222A	family with sequence similarity 222 member A	12q24.11	12q24.11
HGNC:25563	FAM222B	family with sequence similarity 222 member B	17q11.2	17q11.2
HGNC:44197	FAM227A	family with sequence similarity 227 member A	22q13.1	22q13.1
HGNC:26543	FAM227B	family with sequence similarity 227 member B	15q21.2	15q21.2
HGNC:34418	FAM228A	family with sequence similarity 228 member A	2p23.3	02p23.3
HGNC:24736	FAM228B	family with sequence similarity 228 member B	2p23.3	02p23.3
HGNC:44652	FAM229A	family with sequence similarity 229 member A	1p35.1	01p35.1
HGNC:33858	FAM229B	family with sequence similarity 229 member B	6q21	06q21
HGNC:14163	FAM234A	family with sequence similarity 234 member A	16p13.3	16p13.3
HGNC:29288	FAM234B	family with sequence similarity 234 member B	12p13.1	12p13.1
HGNC:44268	FAM236A	family with sequence similarity 235 member A	Xq13.1	Xq13.1
HGNC:52640	FAM236B	family with sequence similarity 236 member B	Xq13.1	Xq13.1
HGNC:52641	FAM236C	family with sequence similarity 236 member C	Xq13.1	Xq13.1
HGNC:52642	FAM236D	family with sequence similarity 236 member D	Xq13.1	Xq13.1
HGNC:52388	FAM237A	family with sequence similarity 237 member A	2q33.3	02q33.3
HGNC:53217	FAM237B	family with sequence similarity 237 member B	7q21.13	07q21.13
HGNC:52390	FAM240A	family with sequence similarity 240 member A	3p21.31	03p21.31
HGNC:53430	FAM240B	family with sequence similarity 240 member B	9p13.1	09p13.1
HGNC:54200	FAM240C	family with sequence similarity 240 member C	2q37.3	02q37.3
HGNC:26813	FAM241A	family with sequence similarity 241 member A	4q25	04q25
HGNC:23519	FAM241B	family with sequence similarity 241 member B	10q22.1	10q22.1
HGNC:39602	FAM243A	family with sequence similarity 243 member A	21q22.12	21q22.12
HGNC:53888	FAM243B	family with sequence similarity 243 member B	21p11.2	21p11.2
HGNC:29170	FAN1	FANCD2 and FANCI associated nuclease 1	15q13.3	15q13.3
HGNC:3582	FANCA	FA complementation group A	16q24.3	16q24.3
HGNC:3583	FANCB	FA complementation group B	Xp22.2	Xp22.2
HGNC:3584	FANCC	FA complementation group C	9q22.32	09q22.32
HGNC:3585	FANCD2	FA complementation group D2	3p25.3	03p25.3
HGNC:28623	FANCD2OS	FANCD2 opposite strand	3p25.3	03p25.3
HGNC:3586	FANCE	FA complementation group E	6p21.31	06p21.31
HGNC:3587	FANCF	FA complementation group F	11p14.3	11p14.3
HGNC:3588	FANCG	FA complementation group G	9p13.3	09p13.3
HGNC:25568	FANCI	FA complementation group I	15q26.1	15q26.1
HGNC:20748	FANCL	FA complementation group L	2p16.1	02p16.1
HGNC:23168	FANCM	FA complementation group M	14q21.2	14q21.2
HGNC:23527	FANK1	fibronectin type III and ankyrin repeat domains 1	10q26.2	10q26.2
HGNC:3590	FAP	fibroblast activation protein alpha	2q24.2	02q24.2
HGNC:26222	FAR1	fatty acyl-CoA reductase 1	11p15.3	11p15.3
HGNC:25531	FAR2	fatty acyl-CoA reductase 2	12p11.22	12p11.22
HGNC:3591	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	13q32.2	13q32.2
HGNC:16460	FARP2	FERM, ARH/RhoGEF and pleckstrin domain protein 2	2q37.3	02q37.3
HGNC:21062	FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial	6p25.1	06p25.1
HGNC:3592	FARSA	phenylalanyl-tRNA synthetase subunit alpha	19p13.13	19p13.13
HGNC:17800	FARSB	phenylalanyl-tRNA synthetase subunit beta	2q36.1	02q36.1
HGNC:11920	FAS	Fas cell surface death receptor	10q23.31	10q23.31
HGNC:11936	FASLG	Fas ligand	1q24.3	01q24.3
HGNC:3594	FASN	fatty acid synthase	17q25.3	17q25.3
HGNC:24676	FASTK	Fas activated serine/threonine kinase	7q36.1	07q36.1
HGNC:26150	FASTKD1	FAST kinase domains 1	2q31.1	02q31.1
HGNC:29160	FASTKD2	FAST kinase domains 2	2q33.3	02q33.3
HGNC:28758	FASTKD3	FAST kinase domains 3	5p15.31	05p15.31
HGNC:25790	FASTKD5	FAST kinase domains 5	20p13	20p13
HGNC:3595	FAT1	FAT atypical cadherin 1	4q35.2	04q35.2
HGNC:3596	FAT2	FAT atypical cadherin 2	5q33.1	05q33.1
HGNC:23112	FAT3	FAT atypical cadherin 3	11q14.3	11q14.3
HGNC:23109	FAT4	FAT atypical cadherin 4	4q28.1	04q28.1
HGNC:24683	FATE1	fetal and adult testis expressed 1	Xq28	Xq28
HGNC:3597	FAU	FAU ubiquitin like and ribosomal protein S30 fusion	11q13.1	11q13.1
HGNC:20742	FAXC	failed axon connections homolog, metaxin like GST domain containing	6q16.2	06q16.2
HGNC:1334	FAXDC2	fatty acid hydroxylase domain containing 2	5q33.2	05q33.2
HGNC:24674	FBF1	Fas binding factor 1	17q25.1	17q25.1
HGNC:13620	FBH1	F-box DNA helicase 1	10p15.1	10p15.1
HGNC:3599	FBL	fibrillarin	19q13.2	19q13.2
HGNC:24686	FBLIM1	filamin binding LIM protein 1	1p36.21	01p36.21
HGNC:35458	FBLL1	fibrillarin like 1	5q34	05q34
HGNC:3600	FBLN1	fibulin 1	22q13.31	22q13.31
HGNC:3601	FBLN2	fibulin 2	3p25.1	03p25.1
HGNC:3602	FBLN5	fibulin 5	14q32.12	14q32.12
HGNC:26740	FBLN7	fibulin 7	2q13	02q13
HGNC:3603	FBN1	fibrillin 1	15q21.1	15q21.1
HGNC:3604	FBN2	fibrillin 2	5q23.3	05q23.3
HGNC:18794	FBN3	fibrillin 3	19p13.2	19p13.2
HGNC:3606	FBP1	fructose-bisphosphatase 1	9q22.32	09q22.32
HGNC:3607	FBP2	fructose-bisphosphatase 2	9q22.32	09q22.32
HGNC:20442	FBRS	fibrosin	16p11.2	16p11.2
HGNC:29308	FBRSL1	fibrosin like 1	12q24.33	12q24.33
HGNC:13598	FBXL2	F-box and leucine rich repeat protein 2	3p22.3	03p22.3
HGNC:13599	FBXL3	F-box and leucine rich repeat protein 3	13q22.3	13q22.3
HGNC:13601	FBXL4	F-box and leucine rich repeat protein 4	6q16.1-q16.2	06q16.1-q16.2
HGNC:13602	FBXL5	F-box and leucine rich repeat protein 5	4p15.32	04p15.32
HGNC:13603	FBXL6	F-box and leucine rich repeat protein 6	8q24.3	08q24.3
HGNC:13604	FBXL7	F-box and leucine rich repeat protein 7	5p15.1	05p15.1
HGNC:17875	FBXL8	F-box and leucine rich repeat protein 8	16q22.1	16q22.1
HGNC:13611	FBXL12	F-box and leucine rich repeat protein 12	19p13.2	19p13.2
HGNC:21658	FBXL13	F-box and leucine rich repeat protein 13	7q22.1	07q22.1
HGNC:28624	FBXL14	F-box and leucine rich repeat protein 14	12p13.33	12p13.33
HGNC:28155	FBXL15	F-box and leucine rich repeat protein 15	10q24.32	10q24.32
HGNC:14150	FBXL16	F-box and leucine rich repeat protein 16	16p13.3	16p13.3
HGNC:13615	FBXL17	F-box and leucine rich repeat protein 17	5q21.3	05q21.3
HGNC:21874	FBXL18	F-box and leucine rich repeat protein 18	7p22.1	07p22.1
HGNC:25300	FBXL19	F-box and leucine rich repeat protein 19	16p11.2	16p11.2
HGNC:24679	FBXL20	F-box and leucine rich repeat protein 20	17q12	17q12
HGNC:27537	FBXL22	F-box and leucine rich repeat protein 22	15q22.31	15q22.31
HGNC:13581	FBXO2	F-box protein 2	1p36.22	01p36.22
HGNC:13582	FBXO3	F-box protein 3	11p13	11p13
HGNC:13583	FBXO4	F-box protein 4	5p13.1	05p13.1
HGNC:13584	FBXO5	F-box protein 5	6q25.2	06q25.2
HGNC:13585	FBXO6	F-box protein 6	1p36.22	01p36.22
HGNC:13586	FBXO7	F-box protein 7	22q12.3	22q12.3
HGNC:13587	FBXO8	F-box protein 8	4q34.1	04q34.1
HGNC:13588	FBXO9	F-box protein 9	6p12.1	06p12.1
HGNC:13589	FBXO10	F-box protein 10	9p13.2	09p13.2
HGNC:13590	FBXO11	F-box protein 11	2p16.3	02p16.3
HGNC:13617	FBXO15	F-box protein 15	18q22.3	18q22.3
HGNC:13618	FBXO16	F-box protein 16	8p21.1	08p21.1
HGNC:18754	FBXO17	F-box protein 17	19q13.2	19q13.2
HGNC:13592	FBXO21	F-box protein 21	12q24.22	12q24.22
HGNC:13593	FBXO22	F-box protein 22	15q24.2	15q24.2
HGNC:13595	FBXO24	F-box protein 24	7q22.1	07q22.1
HGNC:13596	FBXO25	F-box protein 25	8p23.3	08p23.3
HGNC:18753	FBXO27	F-box protein 27	19q13.2	19q13.2
HGNC:29046	FBXO28	F-box protein 28	1q42.11	01q42.11
HGNC:15600	FBXO30	F-box protein 30	6q24.3	06q24.3
HGNC:16510	FBXO31	F-box protein 31	16q24.2	16q24.2
HGNC:16731	FBXO32	F-box protein 32	8q24.13	08q24.13
HGNC:19833	FBXO33	F-box protein 33	14q21.1	14q21.1
HGNC:20201	FBXO34	F-box protein 34	14q22.3	14q22.3
HGNC:27020	FBXO36	F-box protein 36	2q36.3	02q36.3
HGNC:28844	FBXO38	F-box protein 38	5q32	05q32
HGNC:28565	FBXO39	F-box protein 39	17p13.1	17p13.1
HGNC:29816	FBXO40	F-box protein 40	3q13.33	03q13.33
HGNC:29409	FBXO41	F-box protein 41	2p13.2	02p13.2
HGNC:29249	FBXO42	F-box protein 42	1p36.13	01p36.13
HGNC:28521	FBXO43	F-box protein 43	8q22.2	08q22.2
HGNC:24847	FBXO44	F-box protein 44	1p36.22	01p36.22
HGNC:29148	FBXO45	F-box protein 45	3q29	03q29
HGNC:25069	FBXO46	F-box protein 46	19q13.32	19q13.32
HGNC:31969	FBXO47	F-box protein 47	17q12	17q12
HGNC:33857	FBXO48	F-box protein 48	2p13.3	02p13.3
HGNC:13608	FBXW2	F-box and WD repeat domain containing 2	9q33.2	09q33.2
HGNC:10847	FBXW4	F-box and WD repeat domain containing 4	10q24.32	10q24.32
HGNC:13613	FBXW5	F-box and WD repeat domain containing 5	9q34.3	09q34.3
HGNC:16712	FBXW7	F-box and WD repeat domain containing 7	4q31.3	04q31.3
HGNC:13597	FBXW8	F-box and WD repeat domain containing 8	12q24.22	12q24.22
HGNC:28136	FBXW9	F-box and WD repeat domain containing 9	19p13.13	19p13.13
HGNC:1211	FBXW10	F-box and WD repeat domain containing 10	17p11.2	17p11.2
HGNC:13607	FBXW11	F-box and WD repeat domain containing 11	5q35.1	05q35.1
HGNC:20729	FBXW12	F-box and WD repeat domain containing 12	3p21.31	03p21.31
HGNC:24692	FCAMR	Fc fragment of IgA and IgM receptor	1q32.1	01q32.1
HGNC:3608	FCAR	Fc fragment of IgA receptor	19q13.42	19q13.42
HGNC:3609	FCER1A	Fc fragment of IgE receptor Ia	1q23.2	01q23.2
HGNC:3611	FCER1G	Fc fragment of IgE receptor Ig	1q23.3	01q23.3
HGNC:3612	FCER2	Fc fragment of IgE receptor II	19p13.2	19p13.2
HGNC:20220	FCF1	FCF1 rRNA-processing protein	14q24.3	14q24.3
HGNC:13572	FCGBP	Fc fragment of IgG binding protein	19q13.2	19q13.2
HGNC:3613	FCGR1A	Fc fragment of IgG receptor Ia	1q21.2	01q21.2
HGNC:3614	FCGR1B	Fc fragment of IgG receptor Ib	1p11.2	01p11.2
HGNC:3616	FCGR2A	Fc fragment of IgG receptor IIa	1q23.3	01q23.3
HGNC:3618	FCGR2B	Fc fragment of IgG receptor IIb	1q23.3	01q23.3
HGNC:15626	FCGR2C	Fc fragment of IgG receptor IIc (gene/pseudogene)	1q23.3	01q23.3
HGNC:3619	FCGR3A	Fc fragment of IgG receptor IIIa	1q23.3	01q23.3
HGNC:3620	FCGR3B	Fc fragment of IgG receptor IIIb	1q23.3	01q23.3
HGNC:3621	FCGRT	Fc fragment of IgG receptor and transporter	19q13.33	19q13.33
HGNC:29002	FCHO1	FCH and mu domain containing endocytic adaptor 1	19p13.11	19p13.11
HGNC:25180	FCHO2	FCH and mu domain containing endocytic adaptor 2	5q13.2	05q13.2
HGNC:25463	FCHSD1	FCH and double SH3 domains 1	5q31.3	05q31.3
HGNC:29114	FCHSD2	FCH and double SH3 domains 2	11q13.4	11q13.4
HGNC:14315	FCMR	Fc fragment of IgM receptor	1q32.1	01q32.1
HGNC:3623	FCN1	ficolin 1	9q34.3	09q34.3
HGNC:3624	FCN2	ficolin 2	9q34.3	09q34.3
HGNC:3625	FCN3	ficolin 3	1p36.11	01p36.11
HGNC:18509	FCRL1	Fc receptor like 1	1q23.1	01q23.1
HGNC:14875	FCRL2	Fc receptor like 2	1q23.1	01q23.1
HGNC:18506	FCRL3	Fc receptor like 3	1q23.1	01q23.1
HGNC:18507	FCRL4	Fc receptor like 4	1q23.1	01q23.1
HGNC:18508	FCRL5	Fc receptor like 5	1q23.1	01q23.1
HGNC:31910	FCRL6	Fc receptor like 6	1q23.2	01q23.2
HGNC:18504	FCRLA	Fc receptor like A	1q23.3	01q23.3
HGNC:26431	FCRLB	Fc receptor like B	1q23.3	01q23.3
HGNC:29500	FCSK	fucose kinase	16q22.1	16q22.1
HGNC:19215	FDCSP	follicular dendritic cell secreted protein	4q13.3	04q13.3
HGNC:3629	FDFT1	farnesyl-diphosphate farnesyltransferase 1	8p23.1	08p23.1
HGNC:3631	FDPS	farnesyl diphosphate synthase	1q22	01q22
HGNC:3638	FDX1	ferredoxin 1	11q22.3	11q22.3
HGNC:30546	FDX2	ferredoxin 2	19p13.2	19p13.2
HGNC:25110	FDXACB1	ferredoxin-fold anticodon binding domain containing 1	11q23.1	11q23.1
HGNC:3642	FDXR	ferredoxin reductase	17q25.1	17q25.1
HGNC:3647	FECH	ferrochelatase	18q21.31	18q21.31
HGNC:16934	FEM1A	fem-1 homolog A	19p13.3	19p13.3
HGNC:3649	FEM1B	fem-1 homolog B	15q23	15q23
HGNC:16933	FEM1C	fem-1 homolog C	5q22.3	05q22.3
HGNC:3650	FEN1	flap structure-specific endonuclease 1	11q12.2	11q12.2
HGNC:3655	FER	FER tyrosine kinase	5q21.3	05q21.3
HGNC:19044	FER1L5	fer-1 like family member 5	2q11.2	02q11.2
HGNC:28065	FER1L6	fer-1 like family member 6	8q24.13	08q24.13
HGNC:16660	FERD3L	Fer3 like bHLH transcription factor	7p21.1	07p21.1
HGNC:15889	FERMT1	fermitin family member 1	20p12.3	20p12.3
HGNC:15767	FERMT2	fermitin family member 2	14q22.1	14q22.1
HGNC:23151	FERMT3	fermitin family member 3	11q13.1	11q13.1
HGNC:3657	FES	FES proto-oncogene, tyrosine kinase	15q26.1	15q26.1
HGNC:3658	FETUB	fetuin B	3q27.3	03q27.3
HGNC:18562	FEV	FEV transcription factor, ETS family member	2q35	02q35
HGNC:3659	FEZ1	fasciculation and elongation protein zeta 1	11q24.2	11q24.2
HGNC:3660	FEZ2	fasciculation and elongation protein zeta 2	2p22.2	02p22.2
HGNC:22788	FEZF1	FEZ family zinc finger 1	7q31.32	07q31.32
HGNC:13506	FEZF2	FEZ family zinc finger 2	3p14.2	03p14.2
HGNC:4498	FFAR1	free fatty acid receptor 1	19q13.12	19q13.12
HGNC:4501	FFAR2	free fatty acid receptor 2	19q13.12	19q13.12
HGNC:4499	FFAR3	free fatty acid receptor 3	19q13.12	19q13.12
HGNC:19061	FFAR4	free fatty acid receptor 4	10q23.33	10q23.33
HGNC:3661	FGA	fibrinogen alpha chain	4q31.3	04q31.3
HGNC:3662	FGB	fibrinogen beta chain	4q31.3	04q31.3
HGNC:3663	FGD1	FYVE, RhoGEF and PH domain containing 1	Xp11.22	Xp11.22
HGNC:3664	FGD2	FYVE, RhoGEF and PH domain containing 2	6p21.2	06p21.2
HGNC:16027	FGD3	FYVE, RhoGEF and PH domain containing 3	9q22.31	09q22.31
HGNC:19125	FGD4	FYVE, RhoGEF and PH domain containing 4	12p11.21	12p11.21
HGNC:19117	FGD5	FYVE, RhoGEF and PH domain containing 5	3p25.1	03p25.1
HGNC:21740	FGD6	FYVE, RhoGEF and PH domain containing 6	12q22	12q22
HGNC:3665	FGF1	fibroblast growth factor 1	5q31.3	05q31.3
HGNC:3676	FGF2	fibroblast growth factor 2	4q28.1	04q28.1
HGNC:3681	FGF3	fibroblast growth factor 3	11q13.3	11q13.3
HGNC:3682	FGF4	fibroblast growth factor 4	11q13.3	11q13.3
HGNC:3683	FGF5	fibroblast growth factor 5	4q21.21	04q21.21
HGNC:3684	FGF6	fibroblast growth factor 6	12p13.32	12p13.32
HGNC:3685	FGF7	fibroblast growth factor 7	15q21.2	15q21.2
HGNC:3686	FGF8	fibroblast growth factor 8	10q24.32	10q24.32
HGNC:3687	FGF9	fibroblast growth factor 9	13q12.11	13q12.11
HGNC:3666	FGF10	fibroblast growth factor 10	5p12	05p12
HGNC:3667	FGF11	fibroblast growth factor 11	17p13.1	17p13.1
HGNC:3668	FGF12	fibroblast growth factor 12	3q28-q29	03q28-q29
HGNC:3670	FGF13	fibroblast growth factor 13	Xq26.3-q27.1	Xq26.3-q27.1
HGNC:3671	FGF14	fibroblast growth factor 14	13q33.1	13q33.1
